credit_line,city,socioeconomic_level,housing_status,invoice_value,has_disability,age,dependents,gender,income,target,approved_limit,invoice_to_income_ratio,limit_to_income_ratio,age_group,income_category,default
8013,5380,2,1,11.092458387943717,2,26,0,1,1400000,4,12.765691290604371,7.923178903403438e-06,9.118344408757117e-06,26-35,Muy Bajo,1
8013,5001,6,2,12.661076843642,2,59,0,2,1600000,4,0.0,7.9131680815462e-06,0.0,56-65,Bajo,1
8013,5001,1,2,9.211339872309264,2,36,2,2,1700000,1,14.866332532446323,5.41843203169249e-06,8.744896345617634e-06,36-45,Bajo,0
8013,5088,2,1,12.751966140556656,2,32,1,1,3000000,1,14.866332532446323,4.250653963300897e-06,4.955442525667933e-06,26-35,Muy Alto,0
8013,5001,2,2,12.107064135324926,2,52,0,1,1750000,1,14.866332532446323,6.918318409718009e-06,8.49504230708801e-06,46-55,Medio,0
699,68547,3,1,11.535782247113156,2,20,0,2,2000000,1,14.062371417145494,5.767888239612458e-06,7.0311821929816505e-06,18-25,Medio,0
8013,5001,2,2,12.39458334334994,2,48,1,1,1800000,4,13.815511557963774,6.88587580970785e-06,7.675279934824355e-06,46-55,Medio,1
8082,5001,3,1,12.066816325306588,2,40,0,1,4000000,1,14.062371417145494,3.0167033271508152e-06,3.5155919753883795e-06,36-45,Muy Alto,0
8082,5001,3,2,11.51293546492023,2,62,0,1,1300000,1,15.319588176962746,8.856097391402183e-06,1.1784289532825549e-05,56-65,Muy Bajo,0
8082,5001,2,2,12.611541086966117,2,54,0,2,2100000,4,0.0,6.005492895939629e-06,0.0,46-55,Alto,1
8013,5001,2,2,12.771281335419046,2,29,1,2,1500000,1,14.866332532446323,8.514181880824776e-06,9.910881747709716e-06,26-35,Muy Bajo,0
699,68081,3,1,13.344580099344856,2,30,0,1,2500000,4,0.0,5.337829904605981e-06,0.0,26-35,Alto,1
8013,5837,2,1,11.235378524776632,2,28,0,2,1600000,4,0.0,7.022107189168402e-06,0.0,26-35,Bajo,1
25,17513,2,1,11.170829444478724,2,59,1,1,1600000,1,14.866332532446323,6.981764039196678e-06,9.291452025621437e-06,56-65,Bajo,0
8013,5001,1,1,11.59310354809548,2,49,1,2,1500000,4,0.0,7.728730546243289e-06,0.0,46-55,Muy Bajo,1
8013,5579,1,1,9.433163872079469,2,22,0,2,1600000,1,14.866332532446323,5.895723735222333e-06,9.291452025621437e-06,18-25,Bajo,0
8013,5579,1,1,11.580266305939242,2,20,0,2,1326000,1,14.866332532446323,8.733225922106577e-06,1.1211403711193524e-05,18-25,Muy Bajo,0
8013,5001,2,1,12.00299516719944,2,19,0,1,1500000,4,0.0,8.001991443471998e-06,0.0,18-25,Muy Bajo,1
8013,5001,1,2,14.508658238524095,2,70,1,1,2200000,1,14.866332532446323,6.59484165621929e-06,6.75742080682978e-06,65+,Alto,0
8013,5001,1,1,9.105090961257083,2,28,1,2,1400000,1,14.866332532446323,6.5036317554466625e-06,1.0618801366889255e-05,26-35,Muy Bajo,0
699,68001,2,1,11.704380187145404,2,32,0,2,1500000,4,0.0,7.80291492282032e-06,0.0,26-35,Muy Bajo,1
8013,5088,1,1,9.61587214452889,2,25,0,2,1850000,4,12.765691290604371,5.197765917169174e-06,6.900369940667259e-06,18-25,Medio,1
8013,5308,2,2,11.962732764429129,2,31,0,2,2100000,4,0.0,5.696536698996395e-06,0.0,26-35,Alto,1
8013,5045,1,1,11.373674891823535,2,49,0,2,1800000,4,0.0,6.318704762843763e-06,0.0,46-55,Medio,1
8013,5837,1,2,12.634703998670178,2,48,0,2,1300000,1,14.866332532446323,9.718995599749675e-06,1.1435631612934392e-05,46-55,Muy Bajo,0
642,54405,1,2,10.81237091748186,2,58,0,1,1300000,1,14.062371417145494,8.317202000215278e-06,1.081720046149618e-05,56-65,Muy Bajo,0
8013,5001,2,1,12.428559981582238,2,62,1,1,1300000,4,0.0,9.560423400891413e-06,0.0,56-65,Muy Bajo,1
8013,5001,2,2,11.756475382862003,2,41,1,1,2200000,4,0.0,5.343850017732721e-06,0.0,36-45,Alto,1
8013,5001,3,2,12.912219957017138,2,32,0,2,2400000,4,0.0,5.380089407053221e-06,0.0,26-35,Alto,1
8013,5001,2,1,10.956962995532708,2,59,0,2,1600000,1,14.866332532446323,6.848097592146947e-06,9.291452025621437e-06,56-65,Bajo,0
8013,5234,2,2,9.05543941075822,2,29,0,2,2580000,1,14.866332532446323,3.509858876317575e-06,5.762142159032622e-06,26-35,Muy Alto,0
8082,5001,2,2,12.429220196836384,2,56,0,2,2560000,1,14.062371417145494,4.855162242841462e-06,5.493111689075705e-06,56-65,Muy Alto,0
8013,5615,4,2,12.670136795941271,2,34,1,2,2000000,4,13.592368256649284,6.33506523043802e-06,6.796180730234277e-06,26-35,Medio,1
8013,5380,2,2,11.094238329842929,2,38,0,1,2100000,4,0.0,5.282968117559434e-06,0.0,36-45,Alto,1
699,54385,2,1,7.24850407237061,2,48,0,2,2000000,1,15.1764873675101,3.6242502240601927e-06,7.588239889635105e-06,46-55,Medio,0
8013,5001,2,2,12.810547069773824,2,43,0,2,2000000,1,14.866332532446323,6.405270332251746e-06,7.4331625496418865e-06,36-45,Medio,0
8082,5001,1,2,10.985309671896765,2,50,0,2,1000000,4,0.0,1.0985298686598077e-05,0.0,46-55,Muy Bajo,1
8013,5001,2,1,8.699681400989514,2,24,0,1,1600000,4,0.0,5.437297477307523e-06,0.0,18-25,Bajo,1
8082,5001,3,1,13.06896471037963,2,62,0,2,3000000,4,0.0,4.356320118019837e-06,0.0,56-65,Muy Alto,1
8082,5001,2,2,12.17433426974296,2,19,0,2,1400000,1,15.068273812173889,8.695946838425802e-06,1.0763045035092038e-05,18-25,Muy Bajo,0
702,68276,2,1,10.685126264117056,2,26,1,2,2200000,1,0.0,4.85687336692895e-06,0.0,26-35,Alto,0
702,5615,1,1,12.992361747830053,2,34,0,2,1600000,1,14.062371417145494,8.120221017255647e-06,8.788976642605533e-06,26-35,Bajo,0
8013,5001,1,1,8.517393171418904,2,31,3,2,1500000,1,14.866332532446323,5.678258328773717e-06,9.910881747709716e-06,26-35,Muy Bajo,0
8082,5001,2,2,11.112462823634855,2,56,0,2,1700000,1,14.151983508870948,6.536738992291684e-06,8.324691284811566e-06,56-65,Bajo,0
8013,5250,1,2,11.473706351815666,2,37,1,1,2500000,1,14.866332532446323,4.5894807049339844e-06,5.946530634366275e-06,36-45,Alto,0
8013,5172,1,2,12.857923760882777,2,23,1,2,1300000,4,0.0,9.890702977061384e-06,0.0,18-25,Muy Bajo,1
8013,5001,2,1,13.13063903945541,2,25,0,1,1670000,4,13.815511557963774,7.86265339928264e-06,8.272756458207973e-06,18-25,Bajo,1
8013,5854,1,1,11.340498791947727,2,27,0,2,1560000,4,0.0,7.269545847693513e-06,0.0,26-35,Bajo,1
8013,5837,1,1,8.476579508530941,2,37,0,2,2200000,4,0.0,3.852988934337276e-06,0.0,36-45,Alto,1
8013,5088,1,1,12.625164486552997,2,21,0,1,2100000,1,14.866332532446323,6.011980225987034e-06,7.079202596782727e-06,18-25,Alto,0
8013,5001,1,1,10.699484599710525,2,54,0,2,1300000,1,14.866332532446323,8.23036643795699e-06,1.1435631612934392e-05,46-55,Muy Bajo,0
8082,5360,3,2,12.611541086966117,2,52,0,1,4000000,4,0.0,3.152884483520408e-06,0.0,46-55,Muy Alto,1
699,68001,3,1,11.74090530257589,2,30,0,1,2600000,1,14.731801689838347,4.515731071863391e-06,5.666075393754982e-06,26-35,Muy Alto,0
8013,5147,1,2,12.659444988457803,2,31,0,2,2100000,4,0.0,6.0283042667397795e-06,0.0,26-35,Alto,1
8013,5001,2,1,11.241969396434031,2,22,1,2,1650000,4,0.0,6.813310656438409e-06,0.0,18-25,Bajo,1
8013,5001,1,2,12.23953643473518,2,53,0,2,1500000,1,14.866332532446323,8.159685516699776e-06,9.910881747709716e-06,46-55,Muy Bajo,0
699,68081,3,1,13.065818422418838,2,32,0,1,5400000,1,15.319588176962746,2.4195955560783853e-06,2.8369602481486106e-06,26-35,Muy Alto,0
699,68689,1,1,10.386314855875256,2,53,0,2,2500000,1,14.151983508870948,4.15452428054039e-06,5.660791139231924e-06,46-55,Alto,0
8013,5001,2,2,12.55212385693171,2,33,1,2,2500000,1,14.866332532446323,5.02084753443367e-06,5.946530634366275e-06,26-35,Alto,0
8013,5376,3,2,11.363775593564345,2,27,1,1,2300000,4,0.0,4.940769849041085e-06,0.0,26-35,Alto,1
8082,5001,2,2,12.611541086966117,2,24,0,2,2300000,1,16.118095750958314,5.4832763494303336e-06,7.0078646709102794e-06,18-25,Alto,0
8082,5001,3,2,12.8646982546557,2,31,1,1,3000000,1,15.319588176962746,4.288231322141459e-06,5.106527690145018e-06,26-35,Muy Alto,0
8082,5001,2,1,12.765691290604371,2,24,0,1,1650000,4,0.0,7.736777911409976e-06,0.0,18-25,Bajo,1
8082,5001,2,2,11.407576060361786,2,62,0,2,3200000,1,14.062371417145494,3.5648664048423066e-06,4.394489694579937e-06,56-65,Muy Alto,0
8013,5154,1,2,9.90353755128617,2,34,0,2,2000000,4,0.0,4.9517662997599355e-06,0.0,26-35,Medio,1
8082,5360,2,1,12.206077645517674,2,48,1,1,2970000,1,15.1764873675101,4.109789069268891e-06,5.109926686055022e-06,46-55,Muy Alto,0
8013,5001,2,1,10.308985993422082,2,33,0,1,1300000,4,0.0,7.929983125722273e-06,0.0,26-35,Muy Bajo,1
8013,5266,2,2,12.398756989359676,2,32,1,2,1600000,4,0.0,7.749218275088376e-06,0.0,26-35,Bajo,1
699,68547,2,1,11.039780908171926,2,57,0,1,2500000,1,14.062371417145494,4.4159105969045315e-06,5.624946316879671e-06,56-65,Alto,0
8013,5585,2,2,11.153288997188485,2,23,1,2,2700000,4,0.0,4.1308462467934214e-06,0.0,18-25,Muy Alto,1
8082,5001,3,1,11.918397239722838,2,33,2,1,1780000,1,14.062371417145494,6.6957250247178725e-06,7.900204223000714e-06,26-35,Medio,0
8013,5837,1,1,11.909269098628831,2,30,0,1,2100000,4,0.0,5.671077822643338e-06,0.0,26-35,Alto,1
25,66440,2,1,11.099090426517868,2,31,0,2,1300000,4,0.0,8.53775529904813e-06,0.0,26-35,Muy Bajo,1
8013,5088,1,2,10.925236795266423,2,73,0,1,1800000,1,14.866332532446323,6.069572625385444e-06,8.259069040765157e-06,65+,Medio,0
8082,5001,1,1,11.51293546492023,2,26,0,1,2000000,1,14.151983508870948,5.756464854227687e-06,7.075988216441366e-06,26-35,Medio,0
8013,5001,2,1,11.943648879292487,2,37,1,2,1300000,4,0.0,9.187415147597953e-06,0.0,36-45,Muy Bajo,1
8013,5172,1,2,11.052856324868022,2,33,1,1,2200000,1,14.866332532446323,5.0240233185657746e-06,6.75742080682978e-06,26-35,Alto,0
8013,5051,2,2,12.574846106366843,2,32,0,2,6000000,4,0.0,2.0958073350932515e-06,0.0,26-35,Muy Alto,1
8013,5045,3,1,12.60786434827203,2,42,0,1,1400000,1,14.866332532446323,9.005610959043622e-06,1.0618801366889255e-05,36-45,Muy Bajo,0
8013,5088,2,1,12.35667131012818,2,31,0,2,2400000,1,14.866332532446323,5.1486109006321994e-06,6.194302640893201e-06,26-35,Alto,0
8013,5001,1,1,11.334528198068428,2,24,0,1,1700000,1,14.914123179965662,6.667365606295778e-06,8.773008474680698e-06,18-25,Bajo,0
8013,5837,1,1,11.763972079614486,2,37,0,1,2600000,1,14.866332532446323,4.524602905773685e-06,5.717818005626276e-06,36-45,Muy Alto,0
8013,5001,3,2,12.805576506302442,2,32,2,2,1600000,4,0.0,8.00348031426383e-06,0.0,26-35,Bajo,1
8013,5001,3,2,13.610162719479154,2,52,0,1,2000000,1,14.866332532446323,6.805077957200598e-06,7.4331625496418865e-06,46-55,Medio,0
8082,5001,3,2,12.611541086966117,2,55,0,1,2200000,4,13.815511557963774,5.732516070204567e-06,6.279775126449385e-06,46-55,Alto,1
8013,5837,1,2,11.58328140705422,2,29,0,2,1850000,1,14.866332532446323,6.261229808553735e-06,8.035851079240672e-06,26-35,Medio,0
8013,5001,1,1,12.1666091028962,2,26,1,2,1750000,4,0.0,6.952344086029779e-06,0.0,26-35,Medio,1
699,68689,3,1,10.50687412588845,2,38,2,2,1800000,1,14.062371417145494,5.837149049299667e-06,7.812424224845149e-06,36-45,Medio,0
8013,5001,1,1,10.47064624964228,2,35,0,1,2300000,4,13.815511557963774,4.552452911821464e-06,6.006741544009665e-06,26-35,Alto,1
8013,5001,1,1,10.5897611641529,2,35,2,1,1800000,1,14.866332532446323,5.8831973783086235e-06,8.259069040765157e-06,26-35,Medio,0
8013,5079,3,1,12.278397958261774,2,54,1,1,4000000,1,14.866332532446323,3.069598722165763e-06,3.7165822039660297e-06,46-55,Muy Alto,0
702,68255,1,1,11.724045016866004,2,47,0,2,1500000,1,14.062371417145494,7.816024800560803e-06,9.37490802815831e-06,46-55,Muy Bajo,0
702,68547,1,2,10.497863570996053,2,23,0,2,1679000,4,0.0,6.252446288594261e-06,0.0,18-25,Bajo,1
101,63130,1,1,10.62135173563291,2,34,0,1,2000000,1,14.978661680269909,5.310673212479849e-06,7.489327095471406e-06,26-35,Medio,0
8013,5001,1,1,11.604592653496052,2,29,0,2,1800000,1,14.866332532446323,6.446992336946508e-06,8.259069040765157e-06,26-35,Medio,0
8013,5579,1,1,12.52565664674365,2,36,1,1,3000000,4,0.0,4.17521749050872e-06,0.0,36-45,Muy Alto,1
699,68001,1,1,9.01942196795671,2,34,0,1,2500000,1,14.731801689838347,3.6077673440757465e-06,5.892718318848011e-06,26-35,Alto,0
25,17877,3,1,12.371116634380622,2,45,0,1,1300000,1,14.866332532446323,9.516236244726444e-06,1.1435631612934392e-05,36-45,Muy Bajo,0
8013,5045,1,2,12.976472491366462,2,30,0,2,2500000,4,0.0,5.1905869203118164e-06,0.0,26-35,Alto,1
8013,5376,3,2,12.42968408736654,2,43,0,2,1700000,1,14.866332532446323,7.311574573995274e-06,8.744896345617634e-06,36-45,Bajo,0
8082,5001,1,1,11.112462823634855,2,49,1,1,2100000,4,0.0,5.291646443804006e-06,0.0,46-55,Alto,1
8082,5001,2,2,11.695255355062796,2,19,0,2,1350000,4,0.0,8.66314569771637e-06,0.0,18-25,Muy Bajo,1
8188,5360,1,2,12.289972520146364,2,23,0,2,4000000,1,14.80876270134486,3.0724923619135004e-06,3.7021897497887773e-06,18-25,Muy Alto,0
8013,5001,2,2,10.720554456265182,2,48,0,2,3000000,4,0.0,3.5735169609160736e-06,0.0,46-55,Muy Alto,1
8013,5659,1,2,8.517393171418904,2,30,0,1,1980000,4,0.0,4.301711550357249e-06,0.0,26-35,Medio,1
8013,5001,2,2,12.392556361841775,2,63,0,2,2200000,1,14.866332532446323,5.632977604029169e-06,6.75742080682978e-06,56-65,Alto,0
8013,5001,2,1,13.08108919733026,2,27,0,1,2000000,4,0.0,6.540541328394465e-06,0.0,26-35,Medio,1
8013,5088,1,1,11.075675528862556,2,22,0,1,2800000,4,0.0,3.955596990451988e-06,0.0,18-25,Muy Alto,1
8013,5001,2,2,11.56815201396035,2,35,0,1,2500000,4,0.0,4.6272589546805585e-06,0.0,26-35,Alto,1
8082,5001,3,1,12.944726032539558,2,26,0,2,1200000,4,0.0,1.0787262704397378e-05,0.0,26-35,Muy Bajo,1
8013,5001,2,2,13.012349830947183,2,31,0,2,2300000,1,14.866332532446323,5.657540944959234e-06,6.4636200299244754e-06,26-35,Alto,0
8013,5001,2,2,11.787438707753658,2,28,0,2,1900000,4,0.0,6.20391184412727e-06,0.0,26-35,Medio,1
8013,5585,2,2,12.252049331770198,2,47,0,2,2200000,1,14.866332532446323,5.569110801208817e-06,6.75742080682978e-06,46-55,Alto,0
702,68001,1,1,10.5172667977125,2,28,0,2,1800000,1,14.45736497045232,5.84292275266097e-06,8.031864965881863e-06,26-35,Medio,0
8082,5001,3,1,11.73669282167739,2,35,0,1,2500000,4,0.0,4.694675250800856e-06,0.0,26-35,Alto,1
8013,5001,2,1,11.910143324490312,2,22,0,1,1300000,4,0.0,9.16164166372973e-06,0.0,18-25,Muy Bajo,1
101,5059,3,2,11.669937760751914,2,37,0,2,2500000,1,15.039286283703994,4.667973237111471e-06,6.0157121071967546e-06,36-45,Alto,0
8013,5172,1,2,8.517393171418904,2,40,0,2,1400000,4,0.0,6.083847919693561e-06,0.0,36-45,Muy Bajo,1
699,68001,3,1,9.210440366976515,2,42,0,2,1890000,4,0.0,4.873246292978953e-06,0.0,36-45,Medio,1
699,68655,2,1,11.154262832601344,2,32,0,2,1600000,1,14.062371417145494,6.971409913244644e-06,8.788976642605533e-06,26-35,Bajo,0
8013,17614,1,2,11.002116507732016,2,30,1,2,1500000,4,0.0,7.334739448661712e-06,0.0,26-35,Muy Bajo,1
699,68547,4,1,11.72095537847439,2,20,0,1,2000000,1,15.55597690824336,5.860474758999815e-06,7.777984565129398e-06,18-25,Medio,0
8013,5250,1,1,11.918397239722838,2,37,4,1,2000000,1,14.866332532446323,5.959195640263599e-06,7.4331625496418865e-06,36-45,Medio,0
8082,5001,2,2,10.985309671896765,2,20,0,2,1600000,1,14.914123179965662,6.86581425380157e-06,9.321321161652813e-06,18-25,Bajo,0
699,5615,2,1,10.895794434833306,2,54,0,1,1300000,1,14.062371417145494,8.381373887276476e-06,1.081720046149618e-05,46-55,Muy Bajo,0
25,66170,3,1,10.3544676259307,2,34,0,1,2400000,4,0.0,4.314359713154578e-06,0.0,26-35,Alto,1
699,68229,2,2,10.623568734336155,2,68,0,2,3000000,1,14.062371417145494,3.5411883977159193e-06,4.687455576563306e-06,65+,Muy Alto,0
8013,5045,1,2,12.296744813639886,2,53,0,2,2100000,1,14.866332532446323,5.855589980023765e-06,7.079202596782727e-06,46-55,Alto,0
8082,5001,3,2,12.167097902123851,2,27,0,1,1500000,4,0.0,8.111393193820438e-06,0.0,26-35,Muy Bajo,1
8013,5001,2,2,13.555990843924388,2,29,0,2,1985000,1,14.866332532446323,6.829211090535666e-06,7.489332515422574e-06,26-35,Medio,0
8013,5045,1,2,11.493487771077753,2,32,0,1,1985000,1,14.866332532446323,5.790167244791188e-06,7.489332515422574e-06,26-35,Medio,0
8013,5101,3,1,11.318806592696635,2,21,0,2,1400000,4,13.592368256649284,8.08485607702897e-06,9.708827534158392e-06,18-25,Muy Bajo,1
699,13670,1,1,11.275949181024878,2,44,2,1,5600000,1,14.062371417145494,2.0135619941898007e-06,2.5111373046443195e-06,36-45,Muy Alto,0
702,68001,3,1,11.918397239722838,2,52,0,2,2000000,4,0.0,5.959195640263599e-06,0.0,46-55,Medio,1
8013,5001,2,2,12.493853463106497,2,22,0,1,2000000,4,0.0,6.246923608091444e-06,0.0,18-25,Medio,1
8013,5001,2,2,14.866332532446323,2,25,0,2,2500000,1,0.0,5.946530634366275e-06,0.0,18-25,Alto,0
8013,5837,1,1,10.275085591132717,2,30,1,2,3000000,4,13.592368256649284,3.425027388701776e-06,4.530787908620458e-06,26-35,Muy Alto,1
8082,5088,1,2,12.170450649220747,2,35,0,2,1600000,4,0.0,7.606526901683653e-06,0.0,26-35,Bajo,1
8082,5001,3,1,11.695255355062796,2,37,2,2,1650000,4,13.815511557963774,7.088029252747602e-06,8.373032233291842e-06,36-45,Bajo,1
8082,5001,1,1,12.10625783509458,2,40,1,1,1650000,4,0.0,7.33712151392307e-06,0.0,36-45,Bajo,1
8013,5266,2,2,11.59037712647324,2,31,1,2,1900000,4,12.765691290604371,6.100195276988401e-06,6.718781353591062e-06,26-35,Medio,1
8082,5001,2,1,12.419371900369372,2,63,0,2,1400000,1,14.062371417145494,8.870973592425556e-06,1.0044543837572612e-05,56-65,Muy Bajo,0
8013,5001,2,1,12.206077645517674,2,18,0,2,2000000,4,0.0,6.103035771240951e-06,0.0,18-25,Medio,1
8013,5088,1,1,12.655114350754882,2,47,1,2,1950000,1,14.866332532446323,6.489798903054348e-06,7.623756363430748e-06,46-55,Medio,0
25,17662,2,1,11.970483214569573,2,31,0,2,3000000,1,14.866332532446323,3.990159741469944e-06,4.955442525667933e-06,26-35,Muy Alto,0
8013,5001,2,2,10.000523515047725,2,32,0,2,1500000,4,13.815511557963774,6.6670112320243284e-06,9.21033489841925e-06,26-35,Muy Bajo,1
8082,5001,2,1,11.60824473564232,2,43,0,2,2000000,1,14.062371417145494,5.8041194657614265e-06,7.0311821929816505e-06,36-45,Medio,0
25,17446,2,1,11.515003304765196,2,52,0,2,1300000,1,14.866332532446323,8.8576880362132e-06,1.1435631612934392e-05,46-55,Muy Bajo,0
8013,5360,1,2,11.144033337092903,2,63,1,1,1800000,1,14.866332532446323,6.191126192203728e-06,8.259069040765157e-06,56-65,Medio,0
8013,5861,1,1,10.657706313835016,2,27,0,1,1980000,1,14.866332532446323,5.382677237958473e-06,7.508244961717859e-06,26-35,Medio,0
8013,5001,2,2,10.819798284210286,2,32,0,1,1860000,1,14.866332532446323,5.8170927242567535e-06,7.992647602042324e-06,26-35,Medio,0
8013,5604,1,2,10.948769385492588,2,40,0,2,1750000,4,0.0,6.25643607374658e-06,0.0,36-45,Medio,1
8013,5001,3,1,13.240837729601912,2,38,0,1,1400000,1,14.866332532446323,9.457734479905309e-06,1.0618801366889255e-05,36-45,Muy Bajo,0
8013,5790,2,1,9.210440366976515,2,35,0,2,1600000,4,0.0,5.7565216315343025e-06,0.0,26-35,Bajo,1
8013,5088,2,1,13.098675010390528,2,43,0,1,2700000,4,13.592368256649284,4.851359318159707e-06,5.034208600903957e-06,36-45,Muy Alto,1
8013,5001,1,1,11.265630092311698,2,27,2,1,2000000,4,0.0,5.632812229749734e-06,0.0,26-35,Medio,1
8013,5045,1,1,8.294299608857235,2,24,0,2,4500000,4,12.765691290604371,1.843177281262212e-06,2.836819656396603e-06,18-25,Muy Alto,1
8013,5001,2,1,13.030883851268817,2,23,0,2,1400000,4,13.815511557963774,9.307767531072347e-06,9.868215492677343e-06,18-25,Muy Bajo,1
8013,5001,1,2,13.244582780038517,2,39,1,1,1800000,1,14.866332532446323,7.358097456633922e-06,8.259069040765157e-06,36-45,Medio,0
702,68001,1,1,11.037241734449294,2,22,0,2,1500000,4,0.0,7.3581562508620284e-06,0.0,18-25,Muy Bajo,1
8013,5001,1,1,13.215447444894588,2,19,0,1,1400000,4,0.0,9.439598575211438e-06,0.0,18-25,Muy Bajo,1
8013,5088,1,1,8.517393171418904,2,44,0,1,1800000,4,0.0,4.731882466409132e-06,0.0,36-45,Medio,1
25,17380,1,1,10.81069717567409,2,32,0,2,2500000,1,14.866332532446323,4.32427714055878e-06,5.946530634366275e-06,26-35,Alto,0
8013,5001,2,2,13.58349274662496,2,56,0,1,1950000,1,14.866332532446323,6.965890143966573e-06,7.623756363430748e-06,56-65,Medio,0
8082,5001,3,2,11.678448377988165,2,33,1,2,3400000,1,14.062371417145494,3.434836747985711e-06,4.135990376810328e-06,26-35,Muy Alto,0
8013,5088,3,2,13.391386957787528,2,32,0,2,1650000,1,14.866332532446323,8.115987176848698e-06,9.009893043971685e-06,26-35,Bajo,0
25,5129,1,1,9.952991747439215,2,33,0,2,1350000,1,14.866332532446323,7.372581018413479e-06,1.1012090015078747e-05,26-35,Muy Bajo,0
8013,66001,1,1,11.901935935006431,2,24,0,2,1450000,4,0.0,8.20822601846925e-06,0.0,18-25,Muy Bajo,1
8082,5001,2,1,11.695255355062796,2,44,2,1,1900000,4,0.0,6.15539431561499e-06,0.0,36-45,Medio,1
8013,5890,2,2,11.698142824876207,2,67,0,2,4697000,1,14.866332532446323,2.490555745011808e-06,3.165069058415428e-06,65+,Muy Alto,0
8013,5001,4,1,12.559008608182053,2,36,1,1,1400000,1,14.866332532446323,8.970714026762875e-06,1.0618801366889255e-05,36-45,Muy Bajo,0
8082,5001,3,2,11.51293546492023,2,68,1,2,2300000,1,14.062371417145494,5.0056219388253436e-06,6.114071870901575e-06,65+,Alto,0
8013,5088,1,1,11.54979726774608,2,22,0,2,2000000,1,14.866332532446323,5.7748957464251665e-06,7.4331625496418865e-06,18-25,Medio,0
8082,5001,4,1,12.779991371318648,2,29,1,1,2400000,1,15.483217567201578,5.324994185968526e-06,6.4513379649431725e-06,26-35,Alto,0
8013,5001,2,2,12.101162028652713,2,34,1,1,2000000,1,14.866332532446323,6.050577989037362e-06,7.4331625496418865e-06,26-35,Medio,0
8013,5172,1,2,9.210440366976515,2,31,0,2,2700000,1,14.866332532446323,3.4112729465568773e-06,5.506047046814547e-06,26-35,Muy Alto,0
8013,5001,1,2,11.60824473564232,2,25,0,2,2800000,1,14.866332532446323,4.145800210657896e-06,5.30940257965848e-06,18-25,Muy Alto,0
8013,5001,2,2,12.829440931482203,2,20,0,1,1500000,1,14.866332532446323,8.55295491901819e-06,9.910881747709716e-06,18-25,Muy Bajo,0
8013,5837,1,2,11.695255355062796,2,32,1,2,1400000,4,12.765691290604371,8.353747858082099e-06,9.118344408757117e-06,26-35,Muy Bajo,1
8013,5001,2,1,11.692058610846669,2,31,1,2,1900000,4,13.815511557963774,6.153711819544657e-06,7.271318045603015e-06,26-35,Medio,1
8013,5147,1,2,12.29283732542591,2,46,0,1,6000000,4,0.0,2.0488058794366718e-06,0.0,46-55,Muy Alto,1
8013,5495,1,2,10.915106645867503,2,31,1,2,1300000,1,14.866332532446323,8.396229422798524e-06,1.1435631612934392e-05,26-35,Muy Bajo,0
8082,5001,2,1,12.206077645517674,2,28,1,2,2500000,1,14.914123179965662,4.882429105235427e-06,5.9656468857275105e-06,26-35,Alto,0
8013,5579,2,1,12.270089155443593,2,65,0,2,1300000,4,0.0,9.438522859169796e-06,0.0,56-65,Muy Bajo,1
8013,5001,1,2,11.415400835080176,2,29,0,1,1800000,1,14.866332532446323,6.341885829552414e-06,8.259069040765157e-06,26-35,Medio,0
8013,0,2,1,13.528349682998815,2,57,0,1,1700000,4,0.0,7.957848073618083e-06,0.0,56-65,Bajo,1
8013,5045,1,1,12.198282380055112,2,24,0,2,1800000,1,14.866332532446323,6.776819779575184e-06,8.259069040765157e-06,18-25,Medio,0
8013,5893,1,1,11.26561728665672,2,29,1,2,1200000,1,14.866332532446323,9.388006582208449e-06,1.2388600119871837e-05,26-35,Muy Bajo,0
8013,5579,1,1,11.98484600576649,2,31,2,1,1400000,4,13.592368256649284,8.560598175120225e-06,9.708827534158392e-06,26-35,Muy Bajo,1
642,54001,1,1,10.868873164054,2,19,0,2,1800000,1,14.062371417145494,6.03825951433027e-06,7.812424224845149e-06,18-25,Medio,0
699,68867,1,1,11.696712613925794,2,33,2,1,2500000,1,14.731801689838347,4.678683174097048e-06,5.892718318848011e-06,26-35,Alto,0
8013,5001,3,1,11.987418999488815,2,68,0,2,1600000,4,0.0,7.49213219209789e-06,0.0,65+,Bajo,1
8013,5591,2,1,11.616275961893187,2,24,0,2,2000000,4,0.0,5.808135076879055e-06,0.0,18-25,Medio,1
8013,5045,2,1,11.938454604114137,2,26,0,2,2500000,4,0.0,4.775379931493682e-06,0.0,26-35,Alto,1
8013,5034,2,1,11.11632098529426,2,23,0,2,4600000,1,14.866332532446323,2.4165909931963623e-06,3.2318107175294794e-06,18-25,Muy Alto,0
8082,5001,1,1,11.289794413577894,2,20,0,2,1800000,1,14.346139397261563,6.272104523040762e-06,7.970073015104749e-06,18-25,Medio,0
8013,5001,2,1,11.682794813824945,2,28,1,2,1500000,1,14.866332532446323,7.788524683533507e-06,9.910881747709716e-06,26-35,Muy Bajo,0
8013,5001,2,1,10.441325048548917,2,19,0,2,1800000,4,13.815511557963774,5.800732915453334e-06,7.675279934824355e-06,18-25,Medio,1
8013,5360,2,1,12.568852913987886,2,28,0,2,3000000,4,0.0,4.1896162414572144e-06,0.0,26-35,Muy Alto,1
702,68001,1,1,10.772141454894674,2,28,0,1,1600000,4,0.0,6.7325842014440455e-06,0.0,26-35,Bajo,1
